fecha,lat,long,nro_huevos,x,y
11/04/2018,-31.82822,-60.51399,0,735286.6754710863,-3524088.4245595946
11/04/2018,-31.82881,-60.51573,0,735120.4513067891,-3524150.0769199827
11/04/2018,-31.82815,-60.51523,9,735169.4612787932,-3524077.97530978
11/04/2018,-31.82795,-60.51634,0,735064.8839239381,-3524053.3937491737
11/04/2018,-31.82686,-60.51618,0,735082.796226834,-3523932.874505087
11/04/2018,-31.82731,-60.51542,0,735153.6052599191,-3523984.419400653
11/04/2018,-31.82643,-60.51484,0,735210.7482853285,-3523888.096319442
11/04/2018,-31.82541,-60.51482,59,735215.2304193011,-3523775.0358961206
11/04/2018,-31.82497,-60.51399,0,735294.9266368765,-3523728.0447983206
11/04/2018,-31.82674,-60.51413,0,735277.178888299,-3523924.0096860854
11/04/2018,-31.82544,-60.51574,54,735128.0545216311,-3523776.3693633894
11/04/2018,-31.82448,-60.51537,0,735165.519569239,-3523670.7202875833
4/04/2018,-31.82822,-60.51399,0,735286.6754710863,-3524088.4245595946
4/04/2018,-31.82881,-60.51573,0,735120.4513067891,-3524150.0769199827
4/04/2018,-31.82815,-60.51523,21,735169.4612787932,-3524077.97530978
4/04/2018,-31.82795,-60.51634,8,735064.8839239381,-3524053.3937491737
4/04/2018,-31.82686,-60.51618,0,735082.796226834,-3523932.874505087
4/04/2018,-31.82731,-60.51542,0,735153.6052599191,-3523984.419400653
4/04/2018,-31.82643,-60.51484,34,735210.7482853285,-3523888.096319442
4/04/2018,-31.82541,-60.51482,0,735215.2304193011,-3523775.0358961206
4/04/2018,-31.82497,-60.51399,0,735294.9266368765,-3523728.0447983206
4/04/2018,-31.82674,-60.51413,0,735277.178888299,-3523924.0096860854
4/04/2018,-31.82544,-60.51574,5,735128.0545216311,-3523776.3693633894
4/04/2018,-31.82448,-60.51537,0,735165.519569239,-3523670.7202875833
28/03/2018,-31.82822,-60.51399,0,735286.6754710863,-3524088.4245595946
28/03/2018,-31.82881,-60.51573,0,735120.4513067891,-3524150.0769199827
28/03/2018,-31.82815,-60.51523,3,735169.4612787932,-3524077.97530978
28/03/2018,-31.82795,-60.51634,0,735064.8839239381,-3524053.3937491737
28/03/2018,-31.82686,-60.51618,0,735082.796226834,-3523932.874505087
28/03/2018,-31.82731,-60.51542,0,735153.6052599191,-3523984.419400653
28/03/2018,-31.82643,-60.51484,10,735210.7482853285,-3523888.096319442
28/03/2018,-31.82541,-60.51482,0,735215.2304193011,-3523775.0358961206
28/03/2018,-31.82497,-60.51399,14,735294.9266368765,-3523728.0447983206
28/03/2018,-31.82674,-60.51413,4,735277.178888299,-3523924.0096860854
28/03/2018,-31.82544,-60.51574,0,735128.0545216311,-3523776.3693633894
28/03/2018,-31.82448,-60.51537,0,735165.519569239,-3523670.7202875833
22/03/2018,-31.82822,-60.51399,0,735286.6754710863,-3524088.4245595946
22/03/2018,-31.82881,-60.51573,0,735120.4513067891,-3524150.0769199827
22/03/2018,-31.82815,-60.51523,17,735169.4612787932,-3524077.97530978
22/03/2018,-31.82795,-60.51634,0,735064.8839239381,-3524053.3937491737
22/03/2018,-31.82686,-60.51618,0,735082.796226834,-3523932.874505087
22/03/2018,-31.82731,-60.51542,0,735153.6052599191,-3523984.419400653
22/03/2018,-31.82643,-60.51484,11,735210.7482853285,-3523888.096319442
22/03/2018,-31.82541,-60.51482,6,735215.2304193011,-3523775.0358961206
22/03/2018,-31.82497,-60.51399,6,735294.9266368765,-3523728.0447983206
22/03/2018,-31.82674,-60.51413,1,735277.178888299,-3523924.0096860854
22/03/2018,-31.82544,-60.51574,21,735128.0545216311,-3523776.3693633894
22/03/2018,-31.82448,-60.51537,23,735165.519569239,-3523670.7202875833
15/03/2018,-31.82822,-60.51399,0,735286.6754710863,-3524088.4245595946
15/03/2018,-31.82881,-60.51573,0,735120.4513067891,-3524150.0769199827
15/03/2018,-31.82815,-60.51523,47,735169.4612787932,-3524077.97530978
15/03/2018,-31.82795,-60.51634,0,735064.8839239381,-3524053.3937491737
15/03/2018,-31.82686,-60.51618,57,735082.796226834,-3523932.874505087
15/03/2018,-31.82731,-60.51542,0,735153.6052599191,-3523984.419400653
15/03/2018,-31.82643,-60.51484,15,735210.7482853285,-3523888.096319442
15/03/2018,-31.82541,-60.51482,0,735215.2304193011,-3523775.0358961206
15/03/2018,-31.82497,-60.51399,7,735294.9266368765,-3523728.0447983206
15/03/2018,-31.82674,-60.51413,31,735277.178888299,-3523924.0096860854
15/03/2018,-31.82544,-60.51574,3,735128.0545216311,-3523776.3693633894
15/03/2018,-31.82448,-60.51537,0,735165.519569239,-3523670.7202875833
9/03/2018,-31.82822,-60.51399,0,735286.6754710863,-3524088.4245595946
9/03/2018,-31.82881,-60.51573,0,735120.4513067891,-3524150.0769199827
9/03/2018,-31.82815,-60.51523,2,735169.4612787932,-3524077.97530978
9/03/2018,-31.82795,-60.51634,0,735064.8839239381,-3524053.3937491737
9/03/2018,-31.82686,-60.51618,21,735082.796226834,-3523932.874505087
9/03/2018,-31.82731,-60.51542,0,735153.6052599191,-3523984.419400653
9/03/2018,-31.82643,-60.51484,9,735210.7482853285,-3523888.096319442
9/03/2018,-31.82541,-60.51482,8,735215.2304193011,-3523775.0358961206
9/03/2018,-31.82497,-60.51399,0,735294.9266368765,-3523728.0447983206
9/03/2018,-31.82674,-60.51413,0,735277.178888299,-3523924.0096860854
9/03/2018,-31.82544,-60.51574,89,735128.0545216311,-3523776.3693633894
9/03/2018,-31.82448,-60.51537,0,735165.519569239,-3523670.7202875833
1/03/2018,-31.82822,-60.51399,0,735286.6754710863,-3524088.4245595946
1/03/2018,-31.82881,-60.51573,0,735120.4513067891,-3524150.0769199827
1/03/2018,-31.82815,-60.51523,0,735169.4612787932,-3524077.97530978
1/03/2018,-31.82795,-60.51634,0,735064.8839239381,-3524053.3937491737
1/03/2018,-31.82686,-60.51618,0,735082.796226834,-3523932.874505087
1/03/2018,-31.82731,-60.51542,0,735153.6052599191,-3523984.419400653
1/03/2018,-31.82643,-60.51484,0,735210.7482853285,-3523888.096319442
1/03/2018,-31.82541,-60.51482,0,735215.2304193011,-3523775.0358961206
1/03/2018,-31.82497,-60.51399,0,735294.9266368765,-3523728.0447983206
1/03/2018,-31.82674,-60.51413,0,735277.178888299,-3523924.0096860854
1/03/2018,-31.82544,-60.51574,0,735128.0545216311,-3523776.3693633894
1/03/2018,-31.82448,-60.51537,7,735165.519569239,-3523670.7202875833
21/02/2018,-31.82822,-60.51399,0,735286.6754710863,-3524088.4245595946
21/02/2018,-31.82881,-60.51573,0,735120.4513067891,-3524150.0769199827
21/02/2018,-31.82815,-60.51523,19,735169.4612787932,-3524077.97530978
21/02/2018,-31.82795,-60.51634,0,735064.8839239381,-3524053.3937491737
21/02/2018,-31.82686,-60.51618,0,735082.796226834,-3523932.874505087
21/02/2018,-31.82731,-60.51542,0,735153.6052599191,-3523984.419400653
21/02/2018,-31.82643,-60.51484,6,735210.7482853285,-3523888.096319442
21/02/2018,-31.82541,-60.51482,0,735215.2304193011,-3523775.0358961206
21/02/2018,-31.82497,-60.51399,0,735294.9266368765,-3523728.0447983206
21/02/2018,-31.82674,-60.51413,0,735277.178888299,-3523924.0096860854
21/02/2018,-31.82544,-60.51574,0,735128.0545216311,-3523776.3693633894
21/02/2018,-31.82448,-60.51537,9,735165.519569239,-3523670.7202875833
14/02/2018,-31.82822,-60.51399,32,735286.6754710863,-3524088.4245595946
14/02/2018,-31.82881,-60.51573,0,735120.4513067891,-3524150.0769199827
14/02/2018,-31.82815,-60.51523,0,735169.4612787932,-3524077.97530978
14/02/2018,-31.82795,-60.51634,0,735064.8839239381,-3524053.3937491737
14/02/2018,-31.82686,-60.51618,50,735082.796226834,-3523932.874505087
14/02/2018,-31.82731,-60.51542,36,735153.6052599191,-3523984.419400653
14/02/2018,-31.82643,-60.51484,36,735210.7482853285,-3523888.096319442
14/02/2018,-31.82541,-60.51482,0,735215.2304193011,-3523775.0358961206
14/02/2018,-31.82497,-60.51399,0,735294.9266368765,-3523728.0447983206
14/02/2018,-31.82674,-60.51413,0,735277.178888299,-3523924.0096860854
14/02/2018,-31.82544,-60.51574,21,735128.0545216311,-3523776.3693633894
14/02/2018,-31.82448,-60.51537,1,735165.519569239,-3523670.7202875833
7/02/2018,-31.82822,-60.51399,0,735286.6754710863,-3524088.4245595946
7/02/2018,-31.82881,-60.51573,0,735120.4513067891,-3524150.0769199827
7/02/2018,-31.82815,-60.51523,16,735169.4612787932,-3524077.97530978
7/02/2018,-31.82795,-60.51634,0,735064.8839239381,-3524053.3937491737
7/02/2018,-31.82686,-60.51618,0,735082.796226834,-3523932.874505087
7/02/2018,-31.82731,-60.51542,22,735153.6052599191,-3523984.419400653
7/02/2018,-31.82643,-60.51484,31,735210.7482853285,-3523888.096319442
7/02/2018,-31.82541,-60.51482,0,735215.2304193011,-3523775.0358961206
7/02/2018,-31.82497,-60.51399,0,735294.9266368765,-3523728.0447983206
7/02/2018,-31.82674,-60.51413,0,735277.178888299,-3523924.0096860854
7/02/2018,-31.82544,-60.51574,70,735128.0545216311,-3523776.3693633894
7/02/2018,-31.82448,-60.51537,2,735165.519569239,-3523670.7202875833
1/02/2018,-31.82822,-60.51399,0,735286.6754710863,-3524088.4245595946
1/02/2018,-31.82881,-60.51573,0,735120.4513067891,-3524150.0769199827
1/02/2018,-31.82815,-60.51523,12,735169.4612787932,-3524077.97530978
1/02/2018,-31.82795,-60.51634,0,735064.8839239381,-3524053.3937491737
1/02/2018,-31.82686,-60.51618,0,735082.796226834,-3523932.874505087
1/02/2018,-31.82731,-60.51542,51,735153.6052599191,-3523984.419400653
1/02/2018,-31.82643,-60.51484,9,735210.7482853285,-3523888.096319442
1/02/2018,-31.82541,-60.51482,42,735215.2304193011,-3523775.0358961206
1/02/2018,-31.82497,-60.51399,6,735294.9266368765,-3523728.0447983206
1/02/2018,-31.82674,-60.51413,0,735277.178888299,-3523924.0096860854
1/02/2018,-31.82544,-60.51574,12,735128.0545216311,-3523776.3693633894
1/02/2018,-31.82448,-60.51537,17,735165.519569239,-3523670.7202875833
26/12/2017,-31.82822,-60.51399,0,735286.6754710863,-3524088.4245595946
26/12/2017,-31.82881,-60.51573,0,735120.4513067891,-3524150.0769199827
26/12/2017,-31.82815,-60.51523,0,735169.4612787932,-3524077.97530978
26/12/2017,-31.82795,-60.51634,0,735064.8839239381,-3524053.3937491737
26/12/2017,-31.82686,-60.51618,0,735082.796226834,-3523932.874505087
26/12/2017,-31.82731,-60.51542,0,735153.6052599191,-3523984.419400653
26/12/2017,-31.82643,-60.51484,0,735210.7482853285,-3523888.096319442
26/12/2017,-31.82541,-60.51482,1,735215.2304193011,-3523775.0358961206
26/12/2017,-31.82497,-60.51399,0,735294.9266368765,-3523728.0447983206
26/12/2017,-31.82674,-60.51413,0,735277.178888299,-3523924.0096860854
26/12/2017,-31.82544,-60.51574,55,735128.0545216311,-3523776.3693633894
26/12/2017,-31.82448,-60.51537,0,735165.519569239,-3523670.7202875833
20/12/2017,-31.82822,-60.51399,37,735286.6754710863,-3524088.4245595946
20/12/2017,-31.82881,-60.51573,0,735120.4513067891,-3524150.0769199827
20/12/2017,-31.82815,-60.51523,10,735169.4612787932,-3524077.97530978
20/12/2017,-31.82795,-60.51634,0,735064.8839239381,-3524053.3937491737
20/12/2017,-31.82686,-60.51618,0,735082.796226834,-3523932.874505087
21/12/2017,-31.82731,-60.51542,0,735153.6052599191,-3523984.419400653
21/12/2017,-31.82643,-60.51484,0,735210.7482853285,-3523888.096319442
21/12/2017,-31.82541,-60.51482,36,735215.2304193011,-3523775.0358961206
20/12/2017,-31.82497,-60.51399,0,735294.9266368765,-3523728.0447983206
20/12/2017,-31.82674,-60.51413,0,735277.178888299,-3523924.0096860854
20/12/2017,-31.82544,-60.51574,10,735128.0545216311,-3523776.3693633894
21/12/2017,-31.82448,-60.51537,1,735165.519569239,-3523670.7202875833
12/12/2017,-31.82822,-60.51399,0,735286.6754710863,-3524088.4245595946
12/12/2017,-31.82881,-60.51573,0,735120.4513067891,-3524150.0769199827
12/12/2017,-31.82815,-60.51523,21,735169.4612787932,-3524077.97530978
12/12/2017,-31.82795,-60.51634,0,735064.8839239381,-3524053.3937491737
12/12/2017,-31.82686,-60.51618,0,735082.796226834,-3523932.874505087
12/12/2017,-31.82731,-60.51542,0,735153.6052599191,-3523984.419400653
12/12/2017,-31.82643,-60.51484,0,735210.7482853285,-3523888.096319442
12/12/2017,-31.82541,-60.51482,0,735215.2304193011,-3523775.0358961206
12/12/2017,-31.82497,-60.51399,0,735294.9266368765,-3523728.0447983206
12/12/2017,-31.82674,-60.51413,0,735277.178888299,-3523924.0096860854
12/12/2017,-31.82544,-60.51574,40,735128.0545216311,-3523776.3693633894
12/12/2017,-31.82448,-60.51537,13,735165.519569239,-3523670.7202875833
5/12/2017,-31.82822,-60.51399,0,735286.6754710863,-3524088.4245595946
5/12/2017,-31.82881,-60.51573,0,735120.4513067891,-3524150.0769199827
5/12/2017,-31.82815,-60.51523,0,735169.4612787932,-3524077.97530978
5/12/2017,-31.82795,-60.51634,0,735064.8839239381,-3524053.3937491737
5/12/2017,-31.82686,-60.51618,0,735082.796226834,-3523932.874505087
5/12/2017,-31.82731,-60.51542,0,735153.6052599191,-3523984.419400653
5/12/2017,-31.82643,-60.51484,0,735210.7482853285,-3523888.096319442
5/12/2017,-31.82541,-60.51482,0,735215.2304193011,-3523775.0358961206
5/12/2017,-31.82497,-60.51399,0,735294.9266368765,-3523728.0447983206
5/12/2017,-31.82674,-60.51413,0,735277.178888299,-3523924.0096860854
5/12/2017,-31.82544,-60.51574,6,735128.0545216311,-3523776.3693633894
5/12/2017,-31.82448,-60.51537,0,735165.519569239,-3523670.7202875833
28/11/2017,-31.82822,-60.51399,0,735286.6754710863,-3524088.4245595946
28/11/2017,-31.82881,-60.51573,0,735120.4513067891,-3524150.0769199827
28/11/2017,-31.82815,-60.51523,0,735169.4612787932,-3524077.97530978
28/11/2017,-31.82795,-60.51634,0,735064.8839239381,-3524053.3937491737
28/11/2017,-31.82686,-60.51618,0,735082.796226834,-3523932.874505087
28/11/2017,-31.82731,-60.51542,0,735153.6052599191,-3523984.419400653
28/11/2017,-31.82643,-60.51484,7,735210.7482853285,-3523888.096319442
28/11/2017,-31.82541,-60.51482,31,735215.2304193011,-3523775.0358961206
28/11/2017,-31.82497,-60.51399,0,735294.9266368765,-3523728.0447983206
28/11/2017,-31.82674,-60.51413,0,735277.178888299,-3523924.0096860854
28/11/2017,-31.82544,-60.51574,29,735128.0545216311,-3523776.3693633894
28/11/2017,-31.82448,-60.51537,0,735165.519569239,-3523670.7202875833
21/11/2017,-31.82822,-60.51399,0,735286.6754710863,-3524088.4245595946
21/11/2017,-31.82881,-60.51573,0,735120.4513067891,-3524150.0769199827
21/11/2017,-31.82815,-60.51523,0,735169.4612787932,-3524077.97530978
21/11/2017,-31.82795,-60.51634,0,735064.8839239381,-3524053.3937491737
21/11/2017,-31.82686,-60.51618,0,735082.796226834,-3523932.874505087
21/11/2017,-31.82731,-60.51542,0,735153.6052599191,-3523984.419400653
21/11/2017,-31.82643,-60.51484,0,735210.7482853285,-3523888.096319442
21/11/2017,-31.82541,-60.51482,0,735215.2304193011,-3523775.0358961206
21/11/2017,-31.82497,-60.51399,0,735294.9266368765,-3523728.0447983206
21/11/2017,-31.82674,-60.51413,0,735277.178888299,-3523924.0096860854
21/11/2017,-31.82544,-60.51574,18,735128.0545216311,-3523776.3693633894
21/11/2017,-31.82448,-60.51537,0,735165.519569239,-3523670.7202875833
14/11/2017,-31.82822,-60.51399,0,735286.6754710863,-3524088.4245595946
14/11/2017,-31.82881,-60.51573,0,735120.4513067891,-3524150.0769199827
14/11/2017,-31.82815,-60.51523,0,735169.4612787932,-3524077.97530978
14/11/2017,-31.82795,-60.51634,0,735064.8839239381,-3524053.3937491737
14/11/2017,-31.82686,-60.51618,0,735082.796226834,-3523932.874505087
14/11/2017,-31.82731,-60.51542,0,735153.6052599191,-3523984.419400653
14/11/2017,-31.82643,-60.51484,36,735210.7482853285,-3523888.096319442
14/11/2017,-31.82541,-60.51482,0,735215.2304193011,-3523775.0358961206
14/11/2017,-31.82497,-60.51399,0,735294.9266368765,-3523728.0447983206
14/11/2017,-31.82674,-60.51413,0,735277.178888299,-3523924.0096860854
15/11/2017,-31.82544,-60.51574,0,735128.0545216311,-3523776.3693633894
15/11/2017,-31.82448,-60.51537,0,735165.519569239,-3523670.7202875833
31/10/2017,-31.82822,-60.51399,0,735286.6754710863,-3524088.4245595946
31/10/2017,-31.82881,-60.51573,0,735120.4513067891,-3524150.0769199827
31/10/2017,-31.82815,-60.51523,0,735169.4612787932,-3524077.97530978
31/10/2017,-31.82795,-60.51634,0,735064.8839239381,-3524053.3937491737
31/10/2017,-31.82686,-60.51618,0,735082.796226834,-3523932.874505087
31/10/2017,-31.82731,-60.51542,0,735153.6052599191,-3523984.419400653
31/10/2017,-31.82643,-60.51484,0,735210.7482853285,-3523888.096319442
31/10/2017,-31.82541,-60.51482,0,735215.2304193011,-3523775.0358961206
31/10/2017,-31.82497,-60.51399,0,735294.9266368765,-3523728.0447983206
31/10/2017,-31.82674,-60.51413,0,735277.178888299,-3523924.0096860854
31/10/2017,-31.82544,-60.51574,0,735128.0545216311,-3523776.3693633894
31/10/2017,-31.82448,-60.51537,0,735165.519569239,-3523670.7202875833
