,geometry
0,"POLYGON ((732658.4400755615 -3526696.7797384835, 737137.7292875267 -3526696.7797384835, 737137.7292875267 -3522217.4905265183, 732658.4400755615 -3522217.4905265183, 732658.4400755615 -3526696.7797384835))"
